model-obs-name,test,season,p,ss,slope,lcl,ucl
HOTSS_v1.02,mann-kendall 3pw,season 1,0.5142234581271419,0,0.002604979685071957,-0.004707681676679241,0.00993433345532626
HOTSS_v1.02,mann-kendall 3pw,season 2,0.4060445067036338,0,0.003948786629839806,-0.005797340285555886,0.012790513176364749
HOTSS_v1.02,mann-kendall 3pw,season 3,0.9457024715498787,0,0.0005493633091120799,-0.007680385907712623,0.011072345518761174
HOTSS_v1.02,mann-kendall 3pw,season 4,0.685150206155831,0,0.001442393536856865,-0.004909533883454921,0.007677692545589457
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-0,0.47672905828844625,0,0.0048082398793748956,-0.011277678228486104,0.018729869422270663
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-1,0.556163415969644,0,0.005584750862574586,-0.007188164436311226,0.01729928887407602
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-2,0.8602887048423336,0,0.00027114758010488704,-0.009710578651943884,0.009152302187677206
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-3,0.8856049474550873,0,0.0013151780818040412,-0.015386121046588925,0.012792486743490332
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-4,0.42057350804439864,-1,0.0030617089805894684,-0.010494128440214995,0.015045887808783177
HOTSS_v1.02,"mann kendall 3pw all seasons, nonseasonal mk",season-0,0.43518381018292085,-1,0.0025881726453562343,-0.0036671489798299098,0.008253324455870974
HOTSS_v1.02,"mann kendall 3pw all seasons, nonseasonal mk",season-1,0.43518381018292085,-1,0.0025881726453562343,-0.0036671489798299098,0.008253324455870974
