model-obs-name,test,season,p,ss,slope,lcl,ucl
NanooseObs_1980-2018,mann-kendall 3pw,season 1,0.5142234581271419,0,0.001605110142768431,-0.005484903185854489,0.007413701122544094
NanooseObs_1980-2018,mann-kendall 3pw,season 2,0.7334631920155024,0,0.001340499486660598,-0.00854589897280363,0.012561984869342862
NanooseObs_1980-2018,mann-kendall 3pw,season 3,0.5952698888863501,0,0.0019821246964110027,-0.008358419131065121,0.011631022547809164
NanooseObs_1980-2018,mann-kendall 3pw,season 4,0.6150513215653133,0,0.0021616480309376305,-0.005146458300127734,0.009507102573107655
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-0,0.7547126102355206,0,0.0014286555500617189,-0.011381218302285218,0.018896713395626718
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-1,0.40995687995177965,-1,0.006995154269130246,-0.006926780538693597,0.023380541138592024
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-2,0.9799402562507284,0,-0.0005268573029552721,-0.011002843440849635,0.011261562820263173
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-3,0.6508450294523307,0,-0.0046736222412691745,-0.018881864490715574,0.00832207693425215
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-4,0.7342242717629857,-1,nan,nan,nan
NanooseObs_1980-2018,"mann kendall 3pw all seasons, nonseasonal mk",season-0,0.7007933710898324,-1,0.00038222298637210356,-0.005705085134504177,0.007272781665781432
NanooseObs_1980-2018,"mann kendall 3pw all seasons, nonseasonal mk",season-1,0.7007933710898324,-1,0.00038222298637210356,-0.005705085134504177,0.007272781665781432
