model-obs-name,test,season,p,ss,slope,lcl,ucl
HOTSS_v1.02,mann-kendall 3pw,season 1,0.947859977968412,0,-0.0003481807200292675,-0.008119870911339706,0.007644014184314581
HOTSS_v1.02,mann-kendall 3pw,season 2,0.947859977968412,0,0.0003617815833188458,-0.007145118755536274,0.00817043411327559
HOTSS_v1.02,mann-kendall 3pw,season 3,0.5531960543178076,0,0.002297868298940102,-0.00540196203173046,0.011735572541935491
HOTSS_v1.02,mann-kendall 3pw,season 4,0.3898895337647028,0,0.0037033970016613587,-0.004753140864802281,0.011629232567936765
HOTSS_v1.02,mann-kendall 3pw,season 5,0.539915857350804,0,0.0032473008772587798,-0.006069312209590269,0.012279556622837981
HOTSS_v1.02,mann-kendall 3pw,season 6,0.6728442148625922,0,0.0028631065931990466,-0.006870678663177748,0.012872417072770691
HOTSS_v1.02,mann-kendall 3pw,season 7,0.8594392267713153,0,0.0007051619989001495,-0.0071988853653973135,0.010267960697753544
HOTSS_v1.02,mann-kendall 3pw,season 8,0.7895923705025334,0,0.0013436310994960233,-0.007046928668049524,0.009966059947354054
HOTSS_v1.02,mann-kendall 3pw,season 9,0.8240484528174716,0,0.00119848090302074,-0.004836857368606942,0.008020376180317229
HOTSS_v1.02,mann-kendall 3pw,season 10,0.6471242716513834,0,0.0015606756469042197,-0.005776898796800967,0.008532019608914016
HOTSS_v1.02,mann-kendall 3pw,season 11,0.5917967492239535,0,0.0021753109733533746,-0.004404448050835315,0.008760639359106781
HOTSS_v1.02,mann-kendall 3pw,season 12,0.5935629766221353,0,0.0024653484104242445,-0.006181733459182263,0.008433849562045424
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-0,0.7856358911578543,0,-0.03683554673238857,-0.0628567252648093,-0.0021370695242390954
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-1,0.5216102816326904,-1,0.008735002827647683,-0.018488566897603437,0.03541052333408082
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-2,0.1259600310567377,-1,0.021574673746676834,-0.002031740626271527,0.04599334798301406
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-3,0.5047210361683772,-1,0.01085915161627844,-0.019704532296600224,0.04374912747187917
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-4,0.8240336484182236,-1,0.0032469067780592316,-0.017750847166123355,0.017941582055592847
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-5,0.9198813436608975,0,-0.002434140765184692,-0.02336271465188758,0.017118416370761218
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-6,0.26858474114882247,0,-0.018482922045861123,-0.033637980379930085,-0.00024408986110000788
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-7,0.7239911390149285,0,-0.004807488378914767,-0.03244223306618551,0.02371725122614586
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-8,0.9895630747692468,0,-0.0012819487497962559,-0.04317694998077495,0.035283375066472326
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-9,0.3530549505309628,-1,0.019563200439278415,-0.013280604945684624,0.041956999976942334
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-10,0.8649901175825423,-1,0.0012153087677264536,-0.019724130715977076,0.025159163748881767
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-11,0.04077869206766538,95,0.02364060334575198,0.0033017555856413717,0.03712930492627615
HOTSS_v1.02,"mann kendall 3pw all seasons, seasonal mk",season-12,0.45267580506676275,-1,nan,nan,nan
HOTSS_v1.02,"mann kendall 3pw all seasons, nonseasonal mk",season-0,0.3110140717195402,-1,0.003424524647242789,-0.003549877006578922,0.01047643421703003
HOTSS_v1.02,"mann kendall 3pw all seasons, nonseasonal mk",season-1,0.3110140717195402,-1,0.003424524647242789,-0.003549877006578922,0.01047643421703003
