model-obs-name,test,season,p,ss,slope,lcl,ucl
HOTSS_v1.01,mann-kendall 3pw,season 1,0.614239541598542,0,0.0023326306060661526,-0.005631245967912408,0.009550830135699904
HOTSS_v1.01,mann-kendall 3pw,season 2,0.8821498665400751,0,0.0008112732594707037,-0.007738565243839102,0.008556682403377166
HOTSS_v1.01,mann-kendall 3pw,season 3,0.5508678704577776,0,-0.0024930076968361645,-0.009974576817786983,0.006561404154820871
HOTSS_v1.01,mann-kendall 3pw,season 4,0.9870617094920746,0,-0.00020921941748321972,-0.009447448808538102,0.008725243085881748
HOTSS_v1.01,mann-kendall 3pw,season 5,0.744891472543834,0,0.001706421038182932,-0.0060381008234465005,0.0128408687778195
HOTSS_v1.01,mann-kendall 3pw,season 6,0.3396999262620777,0,0.005656461716660431,-0.0037419629231533603,0.01445613667853397
HOTSS_v1.01,mann-kendall 3pw,season 7,0.45855874552468423,0,0.0042972160612902086,-0.005368918582205425,0.015442340650465276
HOTSS_v1.01,mann-kendall 3pw,season 8,0.470351418087696,0,0.00426726026197846,-0.004736939642026281,0.015013184360839975
HOTSS_v1.01,mann-kendall 3pw,season 9,0.96292509372887,0,-0.00045413899852698384,-0.00979260074148866,0.011639377835940311
HOTSS_v1.01,mann-kendall 3pw,season 10,0.6728442148625922,0,0.0028350359469014224,-0.006431885081925367,0.01188527766022333
HOTSS_v1.01,mann-kendall 3pw,season 11,0.6381570271128183,0,0.002421588910505832,-0.007356211705568202,0.012124352561330367
HOTSS_v1.01,mann-kendall 3pw,season 12,0.8856049474550873,0,0.0007215586913411236,-0.006848662100159253,0.009627636526415297
HOTSS_v1.01,mann-kendall 3pw,season 13,0.6565125016248674,0,0.0026966661791939027,-0.006008764764972299,0.011481353652885669
HOTSS_v1.01,mann-kendall 3pw,season 14,0.43751817737481247,0,0.004192440950109859,-0.0061727465797477895,0.011652379902416351
HOTSS_v1.01,mann-kendall 3pw,season 15,0.6614992026619251,0,0.002431743023148395,-0.0067416146980818605,0.01183721421014712
HOTSS_v1.01,mann-kendall 3pw,season 16,0.614239541598542,0,0.002737746359585532,-0.006029168842855783,0.012379218910296313
HOTSS_v1.01,mann-kendall 3pw,season 17,0.35803517004775176,0,0.0038327155350915266,-0.005619153722734097,0.013146221549218604
HOTSS_v1.01,mann-kendall 3pw,season 18,0.6984894773302321,0,0.0025582658139733953,-0.00699495718851507,0.011881286946883013
HOTSS_v1.01,mann-kendall 3pw,season 19,0.4537672973691913,0,0.002527580952141098,-0.005056580715085564,0.009207339385801898
HOTSS_v1.01,mann-kendall 3pw,season 20,0.4872648904642325,0,0.003392100012341545,-0.004788881385683964,0.009884568729017789
HOTSS_v1.01,mann-kendall 3pw,season 21,0.609174923535674,0,0.0022200518397423566,-0.004827618323791177,0.008952666970371862
HOTSS_v1.01,mann-kendall 3pw,season 22,0.15556599427132722,0,0.004743979020304094,-0.0013043620205675246,0.010719928166495437
HOTSS_v1.01,mann-kendall 3pw,season 23,0.40644333792854104,0,0.0017305137900707002,-0.005369637025719113,0.00830972412136362
HOTSS_v1.01,mann-kendall 3pw,season 24,0.6504631229507134,0,0.0033230423333656467,-0.008114805260629607,0.017737303301061783
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-0,0.6853285557833784,0,-0.024507147387896454,-0.11053435685453594,0.02523230172995856
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-1,0.8383870987564421,-1,-0.0032336883217102988,-0.033600667593879516,0.03311896154222579
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-2,0.9382480146046128,-1,-0.0021811234310982366,-0.03909395697766592,0.03985889519950329
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-3,0.9715313446297844,-1,-0.001618868149295849,-0.03798371100618394,0.0307395376662914
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-4,0.454490083191722,-1,0.012740657043241642,-0.016310123110576544,0.03697191120998916
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-5,0.3472987680371582,-1,0.022641920081467613,-0.013253629266699969,0.05869636009852886
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-6,0.5917650523787079,-1,0.005997413261903534,-0.01721676051435402,0.03721927686577464
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-7,0.7334631920155024,-1,-0.005941309545323201,-0.032073167354719476,0.019711627942728117
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-8,0.41153015108926394,-1,0.009459250950029226,-0.010112692141125854,0.030062173648724735
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-9,0.8646652653123481,-1,-0.005543918035312937,-0.040176904635808426,0.026470013440124847
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-10,0.16400104161437512,-1,-0.015351081314102398,-0.035607331434527344,0.002208678015967711
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-11,0.7668567682388832,-1,0.0009410821531810928,-0.01755317381116842,0.020501902781195003
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-12,0.12504272739262112,-1,-0.018211672439584332,-0.040283714742455144,-0.0003688099574913113
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-13,0.9353765292166933,-1,-0.003390055782753969,-0.024266288769830176,0.024352752419653394
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-14,0.9320818937343176,-1,0.0009989309715874007,-0.027965600311868056,0.02425534494454316
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-15,0.5765325919333777,-1,0.00827938644871912,-0.01845562948445978,0.036506614367742364
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-16,0.6471242716513834,-1,-0.010250442377703195,-0.042122905532177436,0.02948822007187879
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-17,0.22541303195972806,0,-0.025126588557719928,-0.060791302226382696,0.009326103988099582
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-18,0.495448439184329,-1,0.01809095636474464,-0.02415465936715057,0.05622128954112938
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-19,0.5135424216244946,0,-0.015261374865993126,-0.047719761532813064,0.02483910610939983
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-20,0.9320955597597091,-1,-0.0003736714370337696,-0.018116094116540277,0.016148482771173114
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-21,0.46646827743679076,-1,0.005200836303728894,-0.00984937679757931,0.02170527730436781
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-22,0.9096221353961886,-1,-0.004162272395782932,-0.02601018971301828,0.01894425058815888
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-23,0.015083622594694868,95,0.046459923015407696,0.02843330836369802,0.06889166162711259
HOTSS_v1.01,"mann kendall 3pw all seasons, seasonal mk",season-24,0.945126430077684,-1,nan,nan,nan
HOTSS_v1.01,"mann kendall 3pw all seasons, nonseasonal mk",season-0,0.725492872964884,-1,-6.965782516275987e-05,-0.00605121322051014,0.005990083403278167
HOTSS_v1.01,"mann kendall 3pw all seasons, nonseasonal mk",season-1,0.725492872964884,-1,-6.965782516275987e-05,-0.00605121322051014,0.005990083403278167
