model-obs-name,test,season,p,ss,slope,lcl,ucl
NanooseObs_1970-2018,mann-kendall 3pw,season 1,0.03188869217908574,95,0.011943660324485891,0.001743220714523771,0.021565437642305386
NanooseObs_1970-2018,mann-kendall 3pw,season 2,0.17282861084833234,-1,0.00675392296849778,-0.0023628973997279713,0.017503916982690503
NanooseObs_1970-2018,mann-kendall 3pw,season 3,0.11230009255971529,-1,0.010458336961487038,-0.0007817040795111135,0.019687837178096943
NanooseObs_1970-2018,mann-kendall 3pw,season 4,0.10341422465609496,-1,0.012873670277851542,0.0013551362697066262,0.022025027923137527
NanooseObs_1970-2018,mann-kendall 3pw,season 5,0.11168847692973327,-1,0.012057104129575679,0.00030291271814369454,0.02287485806719759
NanooseObs_1970-2018,mann-kendall 3pw,season 6,0.1346619979666024,-1,0.012158177587571666,0.000363642642160614,0.021799336899698592
NanooseObs_1970-2018,mann-kendall 3pw,season 7,0.08483774479657047,-1,0.01083435808522419,0.0010565950804036642,0.021249122120714097
NanooseObs_1970-2018,mann-kendall 3pw,season 8,0.05342088247662247,-1,0.009475963981920833,0.0007150769503582669,0.01924214713270339
NanooseObs_1970-2018,mann-kendall 3pw,season 9,0.10748830857067793,-1,0.008011430088726743,-0.0008908520445090649,0.01836551073012081
NanooseObs_1970-2018,mann-kendall 3pw,season 10,0.058274090514486954,-1,0.009360293720586223,0.0011446315327571968,0.017247191645430024
NanooseObs_1970-2018,mann-kendall 3pw,season 11,0.028048224225522,95,0.009387411698690232,0.002117351850817285,0.017525440693748843
NanooseObs_1970-2018,mann-kendall 3pw,season 12,0.0785255109265468,-1,0.00983994706564412,-0.0008424856806548045,0.018531090177370188
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-0,0.7446315154396081,-1,0.0017623573693275139,-0.03487733725331109,0.03363661551235681
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-1,0.9921949625764028,-1,-0.0047556885896509245,-0.0419658229742721,0.03126546991706656
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-2,0.09435550530891157,-1,0.015600787743557472,-0.004186769243439426,0.040029266961149376
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-3,0.5696168086394588,-1,0.004299436312619648,-0.023562095092404544,0.031155339179172223
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-4,0.31519151937692413,-1,0.00553010037926674,-0.012609605599692998,0.0238474800102629
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-5,0.2233343369901546,-1,0.012300180005305727,-0.008886163546276579,0.032821859849552666
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-6,0.4186234809996101,-1,-0.012866748953963418,-0.03423026661322413,0.008241074870052236
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-7,0.23716230784745362,-1,-0.02665251831322089,-0.05555043654675129,0.002022368666128862
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-8,0.6503398906503954,-1,0.0008654183444037729,-0.021665890402545518,0.02585602941249264
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-9,0.6761387612104401,-1,-0.01297780596328836,-0.03660262866655249,0.009996591750491063
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-10,0.5514944462425866,-1,-0.0008120663198164165,-0.017674519769614778,0.015534548392032294
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-11,0.9143045356218964,-1,-0.00442351999842665,-0.01972316625817,0.010223898841193587
NanooseObs_1970-2018,"mann kendall 3pw all seasons, seasonal mk",season-12,0.3197242243623575,-1,nan,nan,nan
NanooseObs_1970-2018,"mann kendall 3pw all seasons, nonseasonal mk",season-0,0.25275617028760955,-1,-0.0007550127020103111,-0.007562951486351736,0.006021914211840801
NanooseObs_1970-2018,"mann kendall 3pw all seasons, nonseasonal mk",season-1,0.25275617028760955,-1,-0.0007550127020103111,-0.007562951486351736,0.006021914211840801
